PrescriberID,qAddress,Orders,PlantDate,Plan,Age,latitude,longitude
93463,1739 Taraval St,1,28-03-2017 13:05,2017,0,37.74255391,-122.4849289
15429,2125 Mission St,1,09-04-2015 00:00,2015,2,37.76296062,-122.419386
57209,2898 Clay St,1,15-12-2014 00:00,2014,3,37.78998742,-122.4404101
6069,1930 Eddy St,3,26-05-2015 00:00,2015,2,37.78057618,-122.439557
103786,1221 Polk St,1,01-11-2009 00:00,2009,8,37.78810145,-122.4202677
134567,99 Grove St,3,06-07-2011 00:00,2011,6,37.77846618,-122.4173997
134568,99 Grove St,4,17-12-2009 00:00,2009,8,37.77852069,-122.4170285
13438,2X Market St,6,12-12-2002 00:00,2002,15,37.79432565,-122.3952546
28640,1300 Webster St,2,21-04-2008 00:00,2008,9,37.78277661,-122.4308257
251244,99 Grove St,5,29-05-2013 00:00,2013,4,37.77844115,-122.4181663
117019,168 Hyde St,3,17-05-2016 00:00,2016,1,37.78236596,-122.4155623
138808,2355 PINE ST,4,06-06-2015 11:29,2015,2,37.78778349,-122.4345371
121240,91 Commonwealth Ave,2,07-10-2016 00:00,2016,1,37.78429818,-122.4558314
45975,,132,06-12-2001 00:00,2001,16,,
8118,841 Fulton St,1,15-12-2005 00:00,2005,12,37.77773695,-122.4306819
2654,1988 Bush St,1,30-01-2005 00:00,2005,12,37.7875549,-122.4299512
24634,507 Divisadero St,1,29-10-2011 00:00,2011,6,37.7743817,-122.4377832
182864,1674 27th Ave,1,02-02-2016 10:49,2016,1,37.75624736,-122.4851339
98489,1813 Baker St,1,29-03-2016 00:00,2016,1,37.78816999,-122.4439285
173827,1200 04th St,12,03-04-2017 00:00,2017,0,37.7727968,-122.39144
175151,285 Santa Rosa Ave,2,03-04-2017 00:00,2017,0,37.72867957,-122.4397531
46773,35 San Juan Ave,2,03-04-2017 00:00,2017,0,37.72434892,-122.436131
28098,639 Divisadero St,1,28-11-2006 00:00,2006,11,37.77559862,-122.4380337
175152,285 Santa Rosa Ave,8,03-04-2017 00:00,2017,0,37.72863997,-122.4396697
173825,1200 04th St,10,03-04-2017 00:00,2017,0,37.7727968,-122.39144
173808,1201 04th St,3,03-04-2017 00:00,2017,0,37.77239234,-122.3907964
48153,,263,17-07-2002 00:00,2002,15,,
173829,1200 04th St,14,03-04-2017 00:00,2017,0,37.7727968,-122.39144
173821,1200 04th St,6,03-04-2017 00:00,2017,0,37.7727968,-122.39144
173824,1200 04th St,9,03-04-2017 00:00,2017,0,37.7727968,-122.39144
173826,1200 04th St,11,03-04-2017 00:00,2017,0,37.7727968,-122.39144
173809,1201 04th St,4,03-04-2017 00:00,2017,0,37.77239234,-122.3907964
9421,701X Golden Gate Ave,1,08-02-2011 00:00,2011,6,37.78068259,-122.4225986
230413,310 Dolores St,2,14-04-2016 08:33,2016,1,37.76436455,-122.426501
32804,1683 Hayes St,1,03-04-2017 00:00,2017,0,37.77411737,-122.4440877
173822,1200 04th St,7,03-04-2017 00:00,2017,0,37.7727968,-122.39144
173819,1200 04th St,4,03-04-2017 00:00,2017,0,37.7727968,-122.39144
187663,1155 04th St,5,03-04-2017 00:00,2017,0,37.77372038,-122.3914012
173811,1201 04th St,6,03-04-2017 00:00,2017,0,37.77239234,-122.3907964
173816,1200 04th St,1,03-04-2017 00:00,2017,0,37.7727968,-122.39144
173828,1200 04th St,13,03-04-2017 00:00,2017,0,37.7727968,-122.39144
46059,,101,06-12-2001 00:00,2001,16,,
173810,1201 04th St,5,03-04-2017 00:00,2017,0,37.77239234,-122.3907964
230412,310 Dolores St,1,14-04-2016 08:29,2016,1,37.76444354,-122.4265169
173820,1200 04th St,5,03-04-2017 00:00,2017,0,37.7727968,-122.39144
7957,1800 Franklin St,1,22-06-2016 15:18,2016,1,37.79121227,-122.4241023
48259,,123,17-07-2002 00:00,2002,15,,
7968,1901 Franklin St,3,03-10-2007 00:00,2007,10,37.79212556,-122.4244485
251270,853 Lombard St,1,04-04-2017 00:00,2017,0,37.8024557,-122.415539
191528,201 16th St,3,04-04-2017 00:00,2017,0,37.76689343,-122.3877205
114206,1030 Taraval St,2,19-09-2016 13:19,2016,1,37.7430665,-122.4773463
242579,818 Douglass St,1,30-06-2016 00:00,2016,1,37.75028783,-122.4384806
250073,1599X Bush St,2,05-04-2017 00:00,2017,0,37.78838405,-122.422774
251274,1756 Revere Ave,1,05-04-2017 00:00,2017,0,37.73324548,-122.3928323
85805,210X Shipley St,1,05-04-2017 00:00,2017,0,37.7794805,-122.4033564
251213,210X Shipley St,6,05-04-2017 00:00,2017,0,37.77966593,-122.4034408
5230,1051 Divisadero St,1,20-02-2004 00:00,2004,13,37.77938216,-122.438785
22941,413 Valencia St,1,05-04-2017 00:00,2017,0,37.76628857,-122.4219126
85803,923 Folsom St,1,05-04-2017 00:00,2017,0,37.77961789,-122.404052
251211,210X Shipley St,4,05-04-2017 00:00,2017,0,37.77966593,-122.4034408
22992,670 Valencia St,2,05-04-2017 00:00,2017,0,37.76219385,-122.4217586
192563,33 08th St,1,05-04-2017 00:00,2017,0,37.77766878,-122.4132737
251291,33 08th St,5,05-04-2017 00:00,2017,0,37.77771751,-122.4133229
250075,1599X Bush St,4,05-04-2017 00:00,2017,0,37.78838405,-122.422774
117614,345 Stockton St,2,30-06-2016 00:00,2016,1,37.78891971,-122.4069512
250072,1599X Bush St,1,05-04-2017 00:00,2017,0,37.78838405,-122.422774
54250,1278 24th Ave,1,16-11-2012 00:00,2012,5,37.76373552,-122.4824342
122664,401x Laguna St,2,10-11-2016 00:00,2016,1,,
228870,132 Church St,1,03-11-2006 00:00,2006,11,37.76877997,-122.4291927
85806,210X Shipley St,2,05-04-2017 00:00,2017,0,37.7794805,-122.4033564
251282,1299x Hudson Ave,1,07-04-2016 00:00,2016,1,37.73457289,-122.3829062
85807,210X Shipley St,3,05-04-2017 00:00,2017,0,37.77966593,-122.4034408
251275,1175x Hudson Ave,1,16-09-2011 00:00,2011,6,37.73299911,-122.3816904
251280,1275x Hudson Ave,1,11-03-2006 00:00,2006,11,37.73410745,-122.3826385
251277,1200x Hudson Ave,3,26-10-2011 00:00,2011,6,37.73394685,-122.382375
85804,923 Folsom St,2,05-04-2017 00:00,2017,0,37.77965525,-122.404003
249557,1450 Franklin St,3,05-04-2017 00:00,2017,0,37.78806658,-122.4234641
251212,210X Shipley St,5,05-04-2017 00:00,2017,0,37.77966593,-122.4034408
13004,368 Lombard St,1,12-02-2016 06:38,2016,1,37.80355227,-122.4076594
251281,1275x Hudson Ave,4,23-03-2006 00:00,2006,11,37.73410745,-122.3826385
251289,33 08th St,3,05-04-2017 00:00,2017,0,37.77771751,-122.4133229
249555,1450 Franklin St,1,05-04-2017 00:00,2017,0,37.78789821,-122.4234188
249556,1450 Franklin St,2,05-04-2017 00:00,2017,0,37.78800982,-122.4234529
251278,1200x Hudson Ave,4,27-01-2016 09:31,2016,1,37.73394685,-122.382375
251290,33 08th St,4,05-04-2017 00:00,2017,0,37.77771751,-122.4133229
249558,1450 Franklin St,4,05-04-2017 00:00,2017,0,37.78812204,-122.4234769
250074,1599X Bush St,3,05-04-2017 00:00,2017,0,37.78838405,-122.422774
192564,33 08th St,2,05-04-2017 00:00,2017,0,37.77771751,-122.4133229
23307,1000 Van Ness Ave,2,01-08-2014 00:00,2014,3,37.78504918,-122.4210969
122666,401x Laguna St,4,10-11-2016 00:00,2016,1,,
103824,1000 Polk St,4,01-11-2009 00:00,2009,8,37.78618329,-122.4197096
136390,3395 Sacramento St,6,06-04-2017 00:00,2017,0,37.78798244,-122.4480925
157409,125 Highland Ave,1,06-04-2017 00:00,2017,0,37.73742711,-122.4232211
136984,454 Walnut St,5,06-04-2017 00:00,2017,0,37.78758985,-122.4485092
157410,125 Highland Ave,2,06-04-2017 00:00,2017,0,37.73742791,-122.4233107
44838,,12,25-04-2001 00:00,2001,16,,
251285,1299x Hudson Ave,2,11-03-2006 00:00,2006,11,37.73457289,-122.3829062
192346,118 10th St,1,09-04-2014 00:00,2014,3,37.77507192,-122.4158154
35612,2839 Pacific Ave,1,11-05-2012 00:00,2012,5,37.7923567,-122.4420327
200701,1433 Mendell St,1,26-06-2012 00:00,2012,5,37.73416696,-122.3906965
85277,801 Holladay Ave,1,24-07-2007 00:00,2007,10,,
85530,101X 12th St,2,29-05-2007 00:00,2007,10,37.77228888,-122.41803
10470,1614 Haight St,1,19-12-2015 08:11,2015,2,37.76980725,-122.4490235
6052,1900 Eddy St,2,18-11-2003 00:00,2003,14,37.78062433,-122.4392291
85531,101X 12th St,3,29-05-2007 00:00,2007,10,37.77232146,-122.4180846
85532,101X 12th St,4,29-05-2007 00:00,2007,10,37.77246856,-122.4182521
85529,101 12th St,1,29-05-2007 00:00,2007,10,37.7722678,-122.4179658
173939,570 Pennsylvania Ave,1,15-02-2017 00:00,2017,0,37.75923881,-122.3934475
248943,1500x Galvez Ave,6,10-04-2017 13:08,2017,0,37.7396845,-122.3858514
248944,1500x Galvez Ave,3,10-04-2017 12:58,2017,0,37.7396845,-122.3858514
6742,1300X Fairfax Ave,12,10-04-2017 13:53,2017,0,37.73967492,-122.3840922
251171,201X Cargo Way,37,10-04-2017 11:21,2017,0,,
81687,210 Frederick St,1,10-04-2017 00:00,2017,0,37.76724442,-122.446734
6741,1300X Fairfax Ave,11,10-04-2017 13:50,2017,0,37.73961744,-122.3840128
189150,351 Cargo Way,8,10-04-2017 11:46,2017,0,37.74340033,-122.3826116
83035,100X Cargo Way,17,10-04-2017 09:50,2017,0,37.74125013,-122.3784579
4706,950 Columbus Ave,1,10-04-2017 21:29,2017,0,37.80320095,-122.4142091
251288,1335 Fairfax Ave,9,18-03-2017 13:58,2017,0,37.73970856,-122.3843473
6667,1550 Evans Ave,15,10-04-2017 13:21,2017,0,37.74272288,-122.387612
3650,100X Cargo Way,86,10-04-2017 10:18,2017,0,37.7436572,-122.3825403
83048,100X Cargo Way,4,10-04-2017 09:41,2017,0,37.74064525,-122.377398
251164,1215 Fairfax Ave,10,10-04-2017 13:46,2017,0,37.73824763,-122.3820862
6424,1100X Evans Ave,5,10-04-2017 12:46,2017,0,37.73797896,-122.3794379
8263,1555 Galvez Ave,6,10-04-2017 13:25,2017,0,37.7402351,-122.3871487
48129,,297,17-07-2002 00:00,2002,15,,
188685,1300 Evans Ave,14,10-04-2017 13:01,2017,0,37.7388108,-122.3807416
248948,1500x Galvez Ave,18,10-04-2017 13:15,2017,0,37.7396845,-122.3858514
6766,1275 Fairfax Ave,11,10-04-2017 13:39,2017,0,37.73864841,-122.3826887
4707,968 Columbus Ave,1,10-04-2017 21:15,2017,0,37.80323563,-122.4142547
5204,777 Divisadero St,1,21-04-2016 00:00,2016,1,37.77654353,-122.4382278
3601,100X Cargo Way,37,10-04-2017 10:11,2017,0,37.74191835,-122.3796367
6768,1275 Fairfax Ave,13,10-04-2017 13:41,2017,0,37.73858063,-122.382567
4705,940 Columbus Ave,2,10-04-2017 21:01,2017,0,37.80314824,-122.4141312
248950,1500x Galvez Ave,26,10-04-2017 13:18,2017,0,37.7396845,-122.3858514
248946,1500x Galvez Ave,13,10-04-2017 13:12,2017,0,37.7396845,-122.3858514
189149,351 Cargo Way,5,10-04-2017 11:52,2017,0,37.74351451,-122.3827751
248942,1500x Galvez Ave,1,18-03-2017 12:56,2017,0,37.7396845,-122.3858514
232316,79 Elsie St,1,28-12-2016 00:00,2016,1,37.74365536,-122.4171056
8262,1555 Galvez Ave,5,10-04-2017 13:22,2017,0,37.74027902,-122.3872247
27691,1765 Turk St,1,25-08-2015 00:00,2015,2,37.7796661,-122.4381286
6761,1275 Fairfax Ave,5,10-04-2017 13:35,2017,0,37.73884498,-122.3830411
83041,100X Cargo Way,11,10-04-2017 09:47,2017,0,37.74089078,-122.3778246
45913,,59,06-12-2001 00:00,2001,16,,
12251,512 Laguna St,2,24-12-2014 00:00,2014,3,37.77580517,-122.4260652
242524,1902 Folsom St,1,21-05-2007 00:00,2007,10,37.76678666,-122.4155537
173951,2646 Union St,1,11-04-2017 00:00,2017,0,37.79625975,-122.4428653
243384,88 Montcalm St,1,11-04-2017 00:00,2017,0,37.74679347,-122.406373
239543,91 Bennington St,3,12-04-2017 00:00,2017,0,37.73939297,-122.4176898
48268,,132,17-07-2002 00:00,2002,15,,
240741,91 Bennington St,2,12-04-2017 00:00,2017,0,37.73933459,-122.4176946
237035,150 Octavia St,2,12-04-2017 14:27,2017,0,37.77358289,-122.4236822
233050,3181 23rd St,4,12-04-2011 00:00,2011,6,37.7539281,-122.4160833
139532,2103 O'Farrell St,3,12-04-2017 00:00,2017,0,37.7823619,-122.4395171
251329,95x Tompkins Ave,3,10-02-2017 00:00,2017,0,37.7373407,-122.4160297
225172,248 Prospect Ave,1,02-12-2002 00:00,2002,15,37.74168254,-122.4199999
239542,91 Bennington St,4,12-04-2017 00:00,2017,0,37.73943911,-122.4176886
171523,281 Harvard St,1,12-04-2017 00:00,2017,0,37.7261598,-122.4203998
233049,3181 23rd St,1,12-04-2011 00:00,2011,6,37.75392543,-122.4162239
65964,2655 23rd Ave,1,12-04-2017 00:00,2017,0,37.7381077,-122.4797442
251327,95x Tompkins Ave,1,10-02-2017 00:00,2017,0,37.7373407,-122.4160297
244248,200 Octavia St,2,13-04-2017 14:55,2017,0,37.77409119,-122.423828
244252,200 Octavia St,6,13-04-2017 15:09,2017,0,37.77427522,-122.4238644
251339,2230 Ocean Ave,3,28-05-2012 00:00,2012,5,37.72860499,-122.4677206
237036,150 Octavia St,4,13-04-2017 14:42,2017,0,37.77364654,-122.4237005
242532,2140 Folsom St,1,21-05-2007 00:00,2007,10,37.76295991,-122.4151889
192272,1490 Harrison St,1,13-04-2017 00:00,2017,0,37.77069281,-122.4122298
251338,2230 Ocean Ave,2,28-05-2012 00:00,2012,5,37.72860499,-122.4677206
44905,,139,25-04-2001 00:00,2001,16,,
48204,,47,17-07-2002 00:00,2002,15,,
244251,200 Octavia St,5,13-04-2017 15:04,2017,0,37.77422712,-122.4238553
251141,450 10th St,11,13-04-2017 00:00,2017,0,37.770845,-122.4106097
192273,1490 Harrison St,2,13-04-2017 00:00,2017,0,37.77073203,-122.4121778
239154,150 Octavia St,6,13-04-2017 14:47,2017,0,37.77373624,-122.4237139
192250,450 11th St,2,13-04-2017 00:00,2017,0,37.76961532,-122.4110432
244249,200 Octavia St,3,13-04-2017 15:00,2017,0,37.7741372,-122.4238371
96374,1315 Taylor St,2,17-11-2011 00:00,2011,6,37.79455998,-122.4131266
11111,2015 Hyde St,1,26-06-2012 00:00,2012,5,37.79957024,-122.4191979
237023,8 Octavia St,4,15-04-2017 13:44,2017,0,37.7724418,-122.4234617
122328,3015 Turk Blvd,1,14-04-2017 00:00,2017,0,37.77739044,-122.4555332
5214,835 Divisadero St,1,09-12-2001 00:00,2001,16,37.77738593,-122.438388
244390,250 Octavia St,2,15-04-2017 13:00,2017,0,37.77448643,-122.4239069
244391,250 Octavia St,3,15-04-2017 13:16,2017,0,37.77453039,-122.4239133
237024,8 Octavia St,5,15-04-2017 13:48,2017,0,37.77247833,-122.4234668
237022,8 Octavia St,3,15-04-2017 13:40,2017,0,37.772371,-122.4234422
244393,250 Octavia St,5,15-04-2017 13:35,2017,0,37.77462241,-122.4239316
239151,100 Octavia St,2,15-04-2017 13:58,2017,0,37.77316068,-122.423598
237028,8 Octavia St,9,15-04-2017 13:55,2017,0,37.77265794,-122.4234972
244392,250 Octavia St,4,15-04-2017 13:27,2017,0,37.7745764,-122.4239225
225029,4543 18th St,1,14-04-2017 00:00,2017,0,37.76051819,-122.4403535
47038,716 Walter St,1,02-05-2002 00:00,2002,15,,
107511,2141 Chestnut St,2,18-09-2014 00:00,2014,3,37.80046371,-122.4385175
237516,1004 Sanchez St,1,17-04-2017 00:00,2017,0,37.75297284,-122.4299011
187631,4255x Judah St,2,28-03-2017 11:56,2017,0,37.7601931,-122.5079014
204889,351 San Benito Way,1,15-11-2002 00:00,2002,15,37.73014388,-122.4671909
204884,374 San Benito Way,1,08-05-2002 00:00,2002,15,37.72978559,-122.4674822
23735,805 Webster St,2,29-03-2016 00:00,2016,1,37.77809045,-122.4300598
48269,,120,17-07-2002 00:00,2002,15,,
214190,393 San Benito Way,1,18-11-2009 00:00,2009,8,37.729151,-122.4678513
120738,700x 20th Ave,1,17-04-2017 00:00,2017,0,37.77448588,-122.4788745
204887,381 San Benito Way,1,22-06-2002 00:00,2002,15,37.72940288,-122.4676341
105051,1244 Masonic Ave,1,17-04-2017 00:00,2017,0,37.76963377,-122.4450155
204885,396 San Benito Way,1,08-05-2002 00:00,2002,15,37.72928866,-122.4678599
1291,3990 Alemany Blvd,2,17-04-2017 13:08,2017,0,37.71087342,-122.4689406
206262,389 San Benito Way,1,30-06-2005 00:00,2005,12,37.72927304,-122.4677464
106656,700X 20TH AVE,2,17-04-2017 00:00,2017,0,37.77374782,-122.4789043
246969,299 Noe St,1,06-09-2016 00:00,2016,1,37.76458118,-122.4330433
104746,700X 20th Ave,3,17-04-2017 00:00,2017,0,37.77451622,-122.4788789
44958,,82,25-04-2001 00:00,2001,16,,
221435,100x Guerrero St,8,15-07-2016 05:58,2016,1,37.76890827,-122.4245015
48266,,130,17-07-2002 00:00,2002,15,,
195047,360 06th St,2,26-03-2005 00:00,2005,12,37.77767321,-122.4047373
221433,100x Guerrero St,6,15-07-2016 06:32,2016,1,37.769075,-122.424515
173936,614 Alabama St,6,18-04-2017 00:00,2017,0,37.76142834,-122.4121197
231004,660 Alabama St,4,14-01-2003 00:00,2003,14,37.76062463,-122.4120493
221436,100x Guerrero St,9,15-07-2016 06:05,2016,1,37.76883669,-122.4244923
13244,2353 Lombard St,3,18-02-2012 00:00,2012,5,37.79923005,-122.4400652
9506,935 Golden Gate Ave,3,10-01-2002 00:00,2002,15,37.78023796,-122.4261168
35926,2660 Pacific Ave,1,24-01-2015 00:00,2015,2,37.79287107,-122.4390181
224663,614 Alabama St,3,18-04-2017 00:00,2017,0,37.76121817,-122.4121001
231007,660 Alabama St,1,14-01-2003 00:00,2003,14,37.76080587,-122.4120738
221429,100x Guerrero St,2,15-07-2016 05:39,2016,1,37.76940499,-122.424546
224664,614 Alabama St,2,18-04-2017 00:00,2017,0,37.76127074,-122.4121106
221432,100x Guerrero St,5,15-07-2016 05:53,2016,1,37.7691686,-122.4245224
224665,614 Alabama St,1,18-04-2017 00:00,2017,0,37.7613496,-122.4121141
231006,660 Alabama St,2,14-01-2003 00:00,2003,14,37.76073946,-122.4120598
231035,3050 19th St,2,14-01-2003 00:00,2003,14,37.76042022,-122.4122567
221434,100x Guerrero St,7,15-07-2016 06:56,2016,1,37.76899706,-122.4245072
38424,1451 Jackson St,2,24-06-2005 00:00,2005,12,37.79443132,-122.4187844
231003,660 Alabama St,5,14-01-2003 00:00,2003,14,37.76055407,-122.4120371
221431,100x Guerrero St,4,15-07-2016 06:43,2016,1,37.76924277,-122.424527
13057,566 Lombard St,1,04-04-2014 00:00,2014,3,37.80314881,-122.4108736
224662,614 Alabama St,4,18-04-2017 00:00,2017,0,37.76116006,-122.4120931
221430,100x Guerrero St,3,15-07-2016 06:19,2016,1,37.76933077,-122.4245382
221437,100x Guerrero St,10,15-07-2016 06:48,2016,1,37.76876331,-122.4244843
231034,3050 19th St,1,18-04-2017 00:00,2017,0,37.76042332,-122.4121547
231005,660 Alabama St,3,14-01-2003 00:00,2003,14,37.76067444,-122.4120633
221428,100x Guerrero St,1,15-07-2016 05:47,2016,1,37.76946741,-122.4245517
173935,614 Alabama St,5,18-04-2017 00:00,2017,0,37.76142834,-122.4121197
191798,2 Newhall St,3,12-11-2014 00:00,2014,3,37.73950894,-122.3783963
199372,2 Newhall St,2,12-11-2014 00:00,2014,3,37.73955145,-122.3784551
175049,80X Junipero Serra Blvd,17,18-01-2008 00:00,2008,9,37.71560638,-122.4719174
175380,80X Junipero Serra Blvd,13,18-01-2008 00:00,2008,9,37.71542494,-122.4718376
193091,1395 Fairfax Ave,1,27-01-2015 12:22,2015,2,37.74004643,-122.3851501
46145,,3,27-12-2001 00:00,2001,16,,
44650,,70,29-04-2001 00:00,2001,16,,
175372,80X Junipero Serra Blvd,4,09-03-2013 00:00,2013,4,37.71450722,-122.4715019
251223,80X Junipero Serra Blvd,22,18-01-2008 00:00,2008,9,37.71450722,-122.4715019
175557,80X Junipero Serra Blvd,14,18-01-2008 00:00,2008,9,37.7154749,-122.4718642
244349,300 Octavia St,4,19-04-2017 14:48,2017,0,37.77508394,-122.4240331
175048,80X Junipero Serra Blvd,16,18-01-2008 00:00,2008,9,37.71556693,-122.4719041
191800,2 Newhall St,5,12-11-2014 00:00,2014,3,37.73943873,-122.3782788
244348,300 Octavia St,3,19-04-2017 14:44,2017,0,37.77503097,-122.4240203
251388,1658 Quesada Ave,1,19-04-2017 00:00,2017,0,37.73288185,-122.3905242
175376,80X Junipero Serra Blvd,9,18-01-2008 00:00,2008,9,37.7150305,-122.4717113
193039,1800 Evans Ave,10,12-05-2011 00:00,2011,6,37.7457545,-122.3931357
241294,1342 San Bruno Ave,1,19-04-2017 00:00,2017,0,37.75254064,-122.4044076
175381,80X Junipero Serra Blvd,15,18-01-2008 00:00,2008,9,37.71553012,-122.4718842
251224,80X Junipero Serra Blvd,23,18-01-2008 00:00,2008,9,37.71450722,-122.4715019
175045,80x Junipero Serra Blvd,2,22-01-2008 00:00,2008,9,37.71161198,-122.4709734
93578,401X Francisco St,1,06-05-2010 00:00,2010,7,37.8047947,-122.4120281
244300,350 Octavia St,3,20-04-2017 11:46,2017,0,37.77545309,-122.4241023
244350,300 Octavia St,5,20-04-2017 07:22,2017,0,37.77512539,-122.4240358
244351,300 Octavia St,6,20-04-2017 07:17,2017,0,37.7751745,-122.4240469
240430,2637 24th St,1,20-04-2017 00:00,2017,0,37.75296025,-122.4060049
141567,501X Baker St,3,20-04-2017 00:00,2017,0,37.77563084,-122.4414577
244299,350 Octavia St,2,20-04-2017 11:32,2017,0,37.77541814,-122.4240981
244301,350 Octavia St,4,20-04-2017 11:53,2017,0,37.77549444,-122.4241115
93400,2101 Turk Blvd,2,09-12-2008 00:00,2008,9,37.7789126,-122.4439745
192615,1500 Mission St,2,21-05-2013 00:00,2013,4,37.77424533,-122.4173855
